date,store_name,product_id,product_name,category,units_sold,units_ordered,price,discount_pct,revenue,weather,season,demand_level,promotion,is_holiday,festival
2022-09-09,DMart,ELE002,Electronics Item 2,electronics,3,4,9389.09,9.55,28167.27,cool,monsoon,low,0,0,Unknown
2022-09-11,DMart,HAP005,Home Appliance 5,home_appliances,10,10,16107.07,8.7,161070.7,humid,monsoon,high,0,0,Ganesh Chaturthi
2022-09-15,DMart,BEV016,Beverage Item 16,beverages,112,139,226.3,0.0,25345.6,cold,monsoon,medium,1,0,Unknown
2022-09-21,DMart,BEV006,Beverage Item 6,beverages,52,67,273.77,0.0,14236.04,cold,monsoon,medium,0,0,Unknown
2022-09-23,DMart,STA006,Stationery Item 6,stationery,20,23,670.62,0.0,13412.4,humid,monsoon,low,0,1,Unknown
2022-09-25,DMart,FTW009,Footwear Item 9,footwear,7,7,1629.7,11.22,11407.9,humid,monsoon,medium,0,0,Unknown
2022-09-26,DMart,BEV002,Beverage Item 2,beverages,206,261,74.14,5.52,15272.84,sunny,monsoon,medium,0,0,Unknown
2022-09-27,DMart,HAP012,Home Appliance 12,home_appliances,4,5,22599.88,10.69,90399.52,sunny,monsoon,medium,0,0,Unknown
2022-09-29,DMart,FTW006,Footwear Item 6,footwear,31,37,1234.51,9.52,38269.81,cool,monsoon,high,1,0,Ganesh Chaturthi
2022-10-02,DMart,VEG008,Veg Item 8,vegetables,314,355,34.52,12.2,10839.28,humid,autumn,low,0,0,Unknown
2022-10-05,DMart,MAK001,Makeup Item 1,makeup,4,4,2490.33,3.36,9961.32,stormy,autumn,medium,0,0,Unknown
2022-10-09,DMart,CLO014,Clothing Item 14,clothing,35,35,412.84,5.54,14449.4,sunny,autumn,medium,0,0,Unknown
2022-10-09,DMart,SWT004,Sweets Item 4,sweets,144,150,180.41,7.8,25979.04,hot,autumn,medium,1,0,Unknown
2022-10-13,DMart,CLO015,Clothing Item 15,clothing,62,69,269.98,18.75,16738.76,cool,autumn,medium,0,0,Unknown
2022-10-13,DMart,SWT004,Sweets Item 4,sweets,78,87,197.72,1.71,15422.16,cold,autumn,medium,0,0,Unknown
2022-10-17,DMart,GROC007,Groceries Item 7,groceries,62,62,325.44,6.37,20177.28,sunny,autumn,medium,0,0,Dussehra
2022-10-19,DMart,TRA001,Travel Item 1,travel_accessories,11,11,1716.62,4.24,18882.82,humid,autumn,medium,0,0,Dussehra
2022-10-25,DMart,TOY007,Toy 7,toys,88,90,300.36,8.11,26431.68,humid,autumn,high,1,0,Dussehra
2022-10-26,DMart,STA004,Stationery Item 4,stationery,52,64,330.15,12.87,17167.8,hot,autumn,medium,0,0,Unknown
2022-10-30,DMart,MAK005,Makeup Item 5,makeup,7,9,2619.44,0.0,18336.08,sunny,autumn,medium,1,0,Unknown
2022-10-31,DMart,STA014,Stationery Item 14,stationery,27,29,482.01,0.0,13014.27,sunny,autumn,medium,0,0,Unknown
2022-11-09,DMart,STA001,Stationery Item 1,stationery,28,32,398.25,23.01,11151.0,rainy,autumn,medium,0,0,Unknown
2022-11-15,DMart,HAP015,Home Appliance 15,home_appliances,5,6,4540.9,17.09,22704.5,rainy,autumn,medium,0,0,Unknown
2022-11-24,DMart,SWT010,Sweets Item 10,sweets,36,39,536.71,5.72,19321.56,cold,autumn,medium,0,0,Unknown
2022-11-27,DMart,HAP006,Home Appliance 6,home_appliances,4,5,7773.22,12.75,31092.88,sunny,autumn,medium,0,0,Diwali
2022-12-01,DMart,BEV020,Beverage Item 20,beverages,226,252,115.78,0.96,26166.28,stormy,winter,medium,0,0,Christmas
2022-12-04,DMart,BEV020,Beverage Item 20,beverages,133,146,123.89,3.39,16477.37,humid,winter,medium,0,0,Unknown
2022-12-05,DMart,HTX008,Home Textile 8,home_textiles,8,9,2877.57,15.57,23020.56,cold,winter,medium,1,0,Unknown
2022-12-08,DMart,BEA002,Beauty Item 2,beauty,86,103,96.89,3.33,8332.54,stormy,winter,low,0,0,Unknown
2022-12-17,DMart,SWT003,Sweets Item 3,sweets,49,60,428.06,0.0,20974.94,sunny,winter,medium,0,0,Christmas
2022-12-19,DMart,BEV007,Beverage Item 7,beverages,174,200,155.6,13.52,27074.4,stormy,winter,medium,0,0,Christmas
2022-12-19,DMart,CLO003,Clothing Item 3,clothing,13,16,1418.14,5.61,18435.82,rainy,winter,high,0,1,Christmas
2022-12-19,DMart,CLO004,Clothing Item 4,clothing,34,41,860.17,5.41,29245.78,humid,winter,medium,1,0,Unknown
2022-12-22,DMart,HAP010,Home Appliance 10,home_appliances,3,3,13321.25,0.0,39963.75,rainy,winter,low,0,0,Unknown
2022-12-23,DMart,CLO007,Clothing Item 7,clothing,21,27,873.47,9.07,18342.87,sunny,winter,medium,0,0,Unknown
2022-12-23,DMart,TOY006,Toy 6,toys,55,64,161.67,7.89,8891.85,humid,winter,low,0,0,Unknown
2022-12-24,DMart,STA008,Stationery Item 8,stationery,49,53,367.94,12.33,18029.06,hot,winter,medium,0,0,Christmas
2022-12-28,DMart,CLO029,Clothing Item 29,clothing,11,13,1620.98,4.21,17830.78,stormy,winter,medium,0,0,Christmas
2023-01-04,DMart,HAP001,Home Appliance 1,home_appliances,2,2,19206.24,1.75,38412.48,cold,winter,low,0,0,Unknown
2023-01-11,DMart,BEV017,Beverage Item 17,beverages,78,97,201.54,0.0,15720.12,cool,winter,medium,0,0,Unknown
2023-01-14,DMart,SWT001,Sweets Item 1,sweets,145,188,195.34,3.64,28324.3,cool,winter,high,1,1,Unknown
2023-01-17,DMart,BEV003,Beverage Item 3,beverages,112,143,159.21,21.82,17831.52,hot,winter,medium,0,0,Unknown
2023-01-20,DMart,HAP010,Home Appliance 10,home_appliances,3,4,13372.59,1.55,40117.77,hot,winter,medium,0,0,New Year
2023-01-20,DMart,HTX002,Home Textile 2,home_textiles,4,4,3381.43,2.1,13525.72,cold,winter,medium,1,0,Unknown
2023-01-22,DMart,CLO011,Clothing Item 11,clothing,14,14,731.32,6.19,10238.48,cold,winter,medium,0,0,Unknown
2023-01-28,DMart,HTX009,Home Textile 9,home_textiles,4,5,4177.44,7.86,16709.76,cold,winter,medium,0,0,Unknown
2023-01-29,DMart,SWT002,Sweets Item 2,sweets,96,115,241.85,10.13,23217.6,rainy,winter,medium,0,0,New Year
2023-02-05,DMart,BEV008,Beverage Item 8,beverages,154,191,143.9,0.0,22160.6,humid,winter,medium,0,0,Valentine's Day
2023-02-06,DMart,FTW007,Footwear Item 7,footwear,4,5,2913.85,3.15,11655.4,hot,winter,low,0,0,Unknown
2023-02-07,DMart,HAP007,Home Appliance 7,home_appliances,8,9,21193.59,3.58,169548.72,hot,winter,high,0,0,Valentine's Day
2023-02-09,DMart,SWT010,Sweets Item 10,sweets,56,69,600.94,0.0,33652.64,rainy,winter,high,1,0,Valentine's Day
2023-02-13,DMart,GROC002,Groceries Item 2,groceries,639,737,29.56,0.0,18888.84,hot,winter,medium,0,0,Valentine's Day
2023-02-15,DMart,STA012,Stationery Item 12,stationery,80,91,249.39,0.79,19951.2,rainy,winter,medium,0,0,Valentine's Day
2023-02-16,DMart,HTX002,Home Textile 2,home_textiles,6,6,3210.3,0.0,19261.8,hot,winter,medium,1,0,Unknown
2023-02-17,DMart,BEV009,Beverage Item 9,beverages,116,127,227.85,8.42,26430.6,cool,winter,medium,1,0,Unknown
2023-02-19,DMart,HTX005,Home Textile 5,home_textiles,5,6,1932.86,1.62,9664.3,cold,winter,medium,0,0,Unknown
2023-02-28,DMart,GROC002,Groceries Item 2,groceries,619,671,30.1,0.0,18631.9,sunny,winter,medium,0,0,Valentine's Day
2023-03-04,DMart,BEV014,Beverage Item 14,beverages,128,163,124.36,1.45,15918.08,cool,summer,medium,0,0,Unknown
2023-03-05,DMart,VEG015,Veg Item 15,vegetables,863,1118,10.72,20.31,9251.36,sunny,summer,low,0,0,Unknown
2023-03-08,DMart,BEA007,Beauty Item 7,beauty,58,64,194.63,0.0,11288.54,stormy,summer,low,0,0,Unknown
2023-03-10,DMart,BEV014,Beverage Item 14,beverages,132,145,121.04,8.77,15977.28,cold,summer,medium,0,0,Unknown
2023-03-13,DMart,CLO008,Clothing Item 8,clothing,4,4,1726.46,9.32,6905.84,cold,summer,medium,0,0,Unknown
2023-03-16,DMart,SWT010,Sweets Item 10,sweets,36,42,639.66,0.63,23027.76,humid,summer,medium,0,0,Holi
2023-03-21,DMart,GROC018,Groceries Item 18,groceries,64,70,247.59,0.0,15845.76,stormy,summer,medium,0,0,Holi
2023-03-26,DMart,CLO009,Clothing Item 9,clothing,4,5,2468.79,12.82,9875.16,cold,summer,medium,0,0,Unknown
2023-03-28,DMart,BEV016,Beverage Item 16,beverages,106,118,216.84,0.0,22985.04,rainy,summer,medium,0,0,Holi
2023-04-07,DMart,HTX010,Home Textile 10,home_textiles,31,32,536.43,5.49,16629.33,humid,summer,medium,0,0,Ram Navami
2023-04-11,DMart,MAK006,Makeup Item 6,makeup,4,4,2872.99,0.0,11491.96,humid,summer,low,0,0,Unknown
2023-04-20,DMart,CLO023,Clothing Item 23,clothing,10,12,1643.31,1.95,16433.1,cool,summer,medium,0,0,Ram Navami
2023-04-26,DMart,CLO002,Clothing Item 2,clothing,5,6,2527.91,6.31,12639.55,humid,summer,medium,0,0,Unknown
2023-04-28,DMart,BEA009,Beauty Item 9,beauty,2,2,2133.42,7.35,4266.84,humid,summer,low,0,0,Unknown
2023-05-02,DMart,TRA003,Travel Item 3,travel_accessories,9,11,1184.76,2.47,10662.84,stormy,summer,medium,0,0,Unknown
2023-05-08,DMart,BEV007,Beverage Item 7,beverages,73,91,178.57,0.0,13035.61,humid,summer,medium,0,0,Unknown
2023-05-11,DMart,CLO019,Clothing Item 19,clothing,10,12,1264.43,8.31,12644.3,sunny,summer,medium,0,0,Unknown
2023-05-13,DMart,TRA006,Travel Item 6,travel_accessories,9,10,1975.49,10.84,17779.41,rainy,summer,medium,0,0,Unknown
2023-05-15,DMart,CLO026,Clothing Item 26,clothing,85,104,204.57,11.8,17388.45,cool,summer,medium,0,0,Unknown
2023-05-17,DMart,TRA007,Travel Item 7,travel_accessories,13,14,1364.91,10.72,17743.83,humid,summer,medium,0,0,Unknown
2023-05-20,DMart,ELE023,Electronics Item 23,electronics,2,2,43282.77,1.32,86565.54,hot,summer,medium,0,0,Unknown
2023-05-23,DMart,ELE025,Electronics Item 25,electronics,4,5,30869.07,6.84,123476.28,cold,summer,medium,0,0,Unknown
2023-05-24,DMart,CLO027,Clothing Item 27,clothing,10,13,2227.73,0.0,22277.3,stormy,summer,medium,0,0,Unknown
2023-05-29,DMart,BEV015,Beverage Item 15,beverages,191,233,124.37,15.39,23754.67,sunny,summer,medium,1,0,Unknown
2023-05-29,DMart,GROC004,Groceries Item 4,groceries,103,106,105.74,1.74,10891.22,cold,summer,low,0,0,Unknown
2023-05-30,DMart,BEV002,Beverage Item 2,beverages,195,229,80.13,1.15,15625.35,sunny,summer,medium,0,0,Unknown
2023-06-04,DMart,BEV017,Beverage Item 17,beverages,100,115,171.56,13.65,17156.0,rainy,monsoon,medium,0,0,Unknown
2023-06-04,DMart,HAP004,Home Appliance 4,home_appliances,2,2,33727.38,1.79,67454.76,cool,monsoon,medium,0,0,Unknown
2023-06-08,DMart,VEG003,Veg Item 3,vegetables,468,594,33.28,6.28,15575.04,hot,monsoon,medium,0,0,Unknown
2023-06-09,DMart,TRA010,Travel Item 10,travel_accessories,1,2,2090.83,9.59,2090.83,cool,monsoon,low,0,0,Unknown
2023-06-13,DMart,HAP004,Home Appliance 4,home_appliances,0,1,32922.47,7.51,0.0,sunny,monsoon,medium,0,0,Unknown
2023-06-16,DMart,BEV017,Beverage Item 17,beverages,81,92,202.38,4.22,16392.78,cold,monsoon,medium,0,0,Unknown
2023-06-20,DMart,BEV016,Beverage Item 16,beverages,62,62,213.62,1.22,13244.44,humid,monsoon,medium,0,0,Unknown
2023-06-25,DMart,HAP014,Home Appliance 14,home_appliances,8,8,20772.81,4.89,166182.48,sunny,monsoon,high,0,1,Unknown
2023-06-28,DMart,BEV006,Beverage Item 6,beverages,68,76,241.94,15.59,16451.92,cool,monsoon,medium,0,0,Unknown
2023-07-01,DMart,HAP010,Home Appliance 10,home_appliances,6,7,11590.08,5.99,69540.48,cool,monsoon,medium,0,0,Unknown
2023-07-08,DMart,BEA003,Beauty Item 3,beauty,7,7,2317.51,0.0,16222.57,stormy,monsoon,high,0,0,Unknown
2023-07-09,DMart,MAK010,Makeup Item 10,makeup,7,8,1577.38,0.0,11041.66,cool,monsoon,low,0,0,Unknown
2023-07-10,DMart,VEG018,Veg Item 18,vegetables,1030,1090,22.76,0.0,23442.8,cold,monsoon,medium,0,0,Back-to-school
2023-07-16,DMart,FTW002,Footwear Item 2,footwear,16,19,1630.85,10.6,26093.6,cold,monsoon,medium,1,0,Unknown
2023-07-19,DMart,FTW007,Footwear Item 7,footwear,3,3,3018.96,1.26,9056.88,rainy,monsoon,medium,0,0,Unknown
2023-07-19,DMart,HAP014,Home Appliance 14,home_appliances,3,4,19230.52,7.04,57691.56,rainy,monsoon,medium,0,0,Unknown
2023-07-23,DMart,FTW007,Footwear Item 7,footwear,11,11,3150.23,0.0,34652.53,hot,monsoon,high,0,0,Back-to-school
2023-08-02,DMart,SWT010,Sweets Item 10,sweets,22,27,586.79,4.55,12909.38,rainy,monsoon,low,0,0,Unknown
2023-08-12,DMart,FTW003,Footwear Item 3,footwear,27,27,494.28,6.87,13345.56,sunny,monsoon,medium,0,0,Unknown
2023-08-13,DMart,HAP015,Home Appliance 15,home_appliances,5,6,5590.98,1.44,27954.9,stormy,monsoon,medium,0,0,Raksha Bandhan
2023-08-24,DMart,FTW010,Footwear Item 10,footwear,7,8,3845.56,0.0,26918.92,cool,monsoon,high,0,0,Unknown
2023-08-29,DMart,FTW005,Footwear Item 5,footwear,5,5,3786.15,6.79,18930.75,cold,monsoon,medium,0,0,Unknown
2023-08-31,DMart,TOY005,Toy 5,toys,12,15,1350.59,6.99,16207.08,humid,monsoon,medium,0,0,Independence Day
2023-09-02,DMart,FTW004,Footwear Item 4,footwear,26,26,1807.42,0.0,46992.92,humid,monsoon,high,1,1,Ganesh Chaturthi
2023-09-06,DMart,HAP009,Home Appliance 9,home_appliances,2,2,8659.2,0.44,17318.4,stormy,monsoon,medium,0,0,Unknown
2023-09-14,DMart,BEV012,Beverage Item 12,beverages,697,768,36.89,0.4,25712.33,stormy,monsoon,medium,0,0,Ganesh Chaturthi
2023-09-16,DMart,HTX007,Home Textile 7,home_textiles,8,10,2615.08,23.51,20920.64,cold,monsoon,medium,1,0,Unknown
2023-09-17,DMart,BEV015,Beverage Item 15,beverages,95,115,142.41,3.68,13528.95,humid,monsoon,medium,0,0,Unknown
2023-09-18,DMart,MAK003,Makeup Item 3,makeup,117,121,217.34,6.16,25428.78,hot,monsoon,high,1,0,Ganesh Chaturthi
2023-09-22,DMart,VEG017,Veg Item 17,vegetables,998,1017,14.5,1.29,14471.0,cold,monsoon,medium,0,0,Unknown
2023-09-28,DMart,HTX007,Home Textile 7,home_textiles,4,5,3244.35,8.83,12977.4,humid,monsoon,low,0,0,Unknown
2023-10-04,DMart,BEV007,Beverage Item 7,beverages,122,150,172.33,0.71,21024.26,sunny,autumn,medium,0,0,Dussehra
2023-10-07,DMart,CLO009,Clothing Item 9,clothing,7,7,2452.48,12.74,17167.36,rainy,autumn,medium,0,0,Unknown
2023-10-08,DMart,ELE021,Electronics Item 21,electronics,2,2,11110.43,0.0,22220.86,cold,autumn,low,0,0,Unknown
2023-10-09,DMart,CLO022,Clothing Item 22,clothing,2,2,2667.82,11.32,5335.64,rainy,autumn,medium,0,0,Unknown
2023-10-14,DMart,MAK010,Makeup Item 10,makeup,14,14,1479.79,0.0,20717.06,rainy,autumn,medium,0,0,Unknown
2023-10-26,DMart,HAP015,Home Appliance 15,home_appliances,10,11,5314.67,2.21,53146.7,humid,autumn,high,0,0,Dussehra
2023-10-27,DMart,MAK001,Makeup Item 1,makeup,8,10,2193.13,11.92,17545.04,rainy,autumn,medium,0,0,Unknown
2023-10-29,DMart,CLO014,Clothing Item 14,clothing,30,34,459.99,0.6,13799.7,cold,autumn,medium,0,0,Unknown
2023-11-05,DMart,HTX010,Home Textile 10,home_textiles,45,47,581.94,0.0,26187.3,cool,autumn,medium,1,1,Unknown
2023-11-09,DMart,BEA006,Beauty Item 6,beauty,14,14,767.0,7.04,10738.0,humid,autumn,low,0,0,Unknown
2023-11-16,DMart,TOY010,Toy 10,toys,42,49,332.91,18.17,13982.22,rainy,autumn,low,0,1,Unknown
2023-11-23,DMart,MAK006,Makeup Item 6,makeup,10,12,2863.29,0.0,28632.9,humid,autumn,medium,0,0,Diwali
2023-11-30,DMart,ELE003,Electronics Item 3,electronics,0,1,11689.16,16.95,0.0,cold,autumn,medium,0,0,Diwali
2023-12-03,DMart,TRA009,Travel Item 9,travel_accessories,1,1,4404.42,5.19,4404.42,humid,winter,low,0,1,Unknown
2023-12-04,DMart,CLO028,Clothing Item 28,clothing,14,15,1926.98,10.22,26977.72,rainy,winter,medium,0,0,Christmas
2023-12-09,DMart,SWT002,Sweets Item 2,sweets,80,93,272.22,0.84,21777.6,hot,winter,medium,0,0,Christmas
2023-12-11,DMart,SWT002,Sweets Item 2,sweets,86,105,245.73,11.83,21132.78,cold,winter,medium,0,0,Christmas
2023-12-12,DMart,HTX002,Home Textile 2,home_textiles,7,9,3523.91,0.34,24667.37,rainy,winter,high,0,0,Unknown
2023-12-19,DMart,GROC015,Groceries Item 15,groceries,37,46,244.61,12.42,9050.57,rainy,winter,low,0,0,Unknown
2023-12-24,DMart,HTX001,Home Textile 1,home_textiles,3,4,5487.42,7.64,16462.26,rainy,winter,medium,0,0,Unknown
2024-01-05,DMart,CLO022,Clothing Item 22,clothing,4,5,2803.47,10.19,11213.88,stormy,winter,medium,0,0,Unknown
2024-01-18,DMart,TOY006,Toy 6,toys,63,69,144.39,10.78,9096.57,hot,winter,low,0,0,Unknown
2024-01-23,DMart,VEG003,Veg Item 3,vegetables,253,328,36.17,3.14,9151.01,hot,winter,low,0,0,Unknown
2024-01-31,DMart,SWT007,Sweets Item 7,sweets,31,36,440.46,4.38,13654.26,sunny,winter,medium,0,0,Unknown
2024-02-02,DMart,MAK003,Makeup Item 3,makeup,86,90,209.94,3.9,18054.84,stormy,winter,medium,0,0,Valentine's Day
2024-02-19,DMart,CLO002,Clothing Item 2,clothing,7,9,2865.3,0.0,20057.1,hot,winter,medium,0,0,Valentine's Day
2024-02-20,DMart,HTX009,Home Textile 9,home_textiles,3,3,4554.74,3.47,13664.22,rainy,winter,medium,0,1,Unknown
2024-02-21,DMart,BEV003,Beverage Item 3,beverages,65,79,188.23,4.87,12234.95,sunny,winter,medium,0,0,Unknown
2024-02-22,DMart,SWT010,Sweets Item 10,sweets,23,29,630.51,0.0,14501.73,stormy,winter,medium,0,0,Unknown
2024-02-26,DMart,SWT005,Sweets Item 5,sweets,208,218,180.01,4.42,37442.08,rainy,winter,high,1,1,Valentine's Day
2024-03-17,DMart,TRA001,Travel Item 1,travel_accessories,18,21,1802.06,3.66,32437.08,sunny,summer,high,1,0,Holi
2024-04-01,DMart,BEV009,Beverage Item 9,beverages,85,107,245.69,0.0,20883.65,hot,summer,medium,0,0,Ram Navami
2024-04-01,DMart,CLO013,Clothing Item 13,clothing,6,6,1635.62,0.0,9813.72,humid,summer,medium,0,0,Unknown
2024-04-01,DMart,ELE012,Electronics Item 12,electronics,5,5,31621.02,4.38,158105.1,hot,summer,medium,0,0,Unknown
2024-04-01,DMart,STA003,Stationery Item 3,stationery,71,77,301.78,12.35,21426.38,stormy,summer,medium,0,0,Ram Navami
2024-04-07,DMart,BEV002,Beverage Item 2,beverages,217,277,73.46,6.5,15940.82,cold,summer,medium,0,0,Unknown
2024-04-07,DMart,HTX008,Home Textile 8,home_textiles,3,4,3007.84,8.67,9023.52,cool,summer,medium,0,0,Ram Navami
2024-04-15,DMart,BEV014,Beverage Item 14,beverages,129,151,123.74,4.1,15962.46,sunny,summer,medium,0,0,Unknown
2024-04-17,DMart,VEG004,Veg Item 4,vegetables,146,167,57.6,0.0,8409.6,rainy,summer,low,0,0,Unknown
2024-04-21,DMart,TRA007,Travel Item 7,travel_accessories,20,21,1376.53,6.71,27530.6,humid,summer,medium,0,0,Ram Navami
2024-04-26,DMart,ELE006,Electronics Item 6,electronics,4,4,30514.93,0.0,122059.72,stormy,summer,medium,0,0,Unknown
2024-05-11,DMart,BEV015,Beverage Item 15,beverages,96,109,139.63,0.0,13404.48,hot,summer,medium,0,0,Unknown
2024-05-14,DMart,TRA007,Travel Item 7,travel_accessories,11,12,1319.06,10.23,14509.66,sunny,summer,medium,0,0,Unknown
2024-05-16,DMart,BEV011,Beverage Item 11,beverages,239,273,63.83,0.0,15255.37,stormy,summer,medium,0,0,Unknown
2024-06-01,DMart,SWT004,Sweets Item 4,sweets,120,127,191.79,5.4,23014.8,cool,monsoon,medium,1,0,Unknown
2024-06-09,DMart,FTW006,Footwear Item 6,footwear,14,14,1212.65,3.55,16977.1,humid,monsoon,medium,0,0,Unknown
2024-06-12,DMart,BEV005,Beverage Item 5,beverages,349,451,44.74,6.44,15614.26,stormy,monsoon,medium,0,0,Unknown
2024-06-20,DMart,SWT001,Sweets Item 1,sweets,94,100,168.64,9.47,15852.16,sunny,monsoon,medium,1,0,Unknown
2024-06-24,DMart,BEV011,Beverage Item 11,beverages,259,306,57.5,11.29,14892.5,sunny,monsoon,medium,0,0,Unknown
2024-06-25,DMart,HTX001,Home Textile 1,home_textiles,5,6,5976.56,0.0,29882.8,cool,monsoon,high,0,1,Unknown
2024-06-29,DMart,VEG012,Veg Item 12,vegetables,2110,2418,9.94,19.17,20973.4,cool,monsoon,medium,1,0,Unknown
2024-07-06,DMart,FTW003,Footwear Item 3,footwear,25,31,514.1,0.63,12852.5,hot,monsoon,medium,0,0,Unknown
2024-07-06,DMart,FTW003,Footwear Item 3,footwear,39,39,461.94,5.18,18015.66,sunny,monsoon,medium,0,0,Back-to-school
2024-07-14,DMart,VEG012,Veg Item 12,vegetables,2058,2370,10.97,10.85,22576.26,cold,monsoon,medium,1,0,Unknown
2024-07-14,DMart,VEG016,Veg Item 16,vegetables,1128,1231,20.74,6.68,23394.72,humid,monsoon,medium,0,0,Back-to-school
2024-07-21,DMart,VEG012,Veg Item 12,vegetables,1202,1311,12.3,1.82,14784.6,hot,monsoon,medium,0,0,Unknown
2024-07-22,DMart,FTW008,Footwear Item 8,footwear,12,12,1865.04,8.3,22380.48,humid,monsoon,medium,0,0,Back-to-school
2024-07-22,DMart,VEG015,Veg Item 15,vegetables,1105,1148,13.85,6.7,15304.25,cool,monsoon,medium,0,0,Unknown
2024-07-27,DMart,FTW001,Footwear Item 1,footwear,32,40,1068.05,3.23,34177.6,hot,monsoon,medium,0,0,Back-to-school
2024-07-30,DMart,VEG014,Veg Item 14,vegetables,726,902,21.4,7.86,15536.4,cold,monsoon,medium,0,0,Unknown
2024-07-31,DMart,TRA002,Travel Item 2,travel_accessories,1,1,4206.64,6.71,4206.64,sunny,monsoon,low,0,0,Unknown
2024-08-13,DMart,BEV020,Beverage Item 20,beverages,196,198,117.6,4.25,23049.6,rainy,monsoon,medium,0,0,Independence Day
2024-08-15,DMart,VEG010,Veg Item 10,vegetables,496,528,31.15,16.4,15450.4,cold,monsoon,medium,0,0,Unknown
2024-08-24,DMart,BEV017,Beverage Item 17,beverages,92,110,186.75,7.57,17181.0,cold,monsoon,medium,0,0,Independence Day
2024-08-26,DMart,BEV006,Beverage Item 6,beverages,113,125,226.2,21.3,25560.6,rainy,monsoon,medium,1,0,Unknown
2024-08-30,DMart,TRA010,Travel Item 10,travel_accessories,7,7,2326.55,0.0,16285.85,hot,monsoon,medium,0,0,Independence Day
2024-08-31,DMart,FTW005,Footwear Item 5,footwear,9,10,3523.53,10.21,31711.77,rainy,monsoon,medium,0,0,Raksha Bandhan
2024-09-12,DMart,VEG005,Veg Item 5,vegetables,556,626,28.96,0.0,16101.76,stormy,monsoon,medium,0,0,Unknown
2024-09-13,DMart,HAP006,Home Appliance 6,home_appliances,4,5,8721.76,2.0,34887.04,humid,monsoon,medium,0,0,Unknown
2024-09-16,DMart,FTW002,Footwear Item 2,footwear,11,12,1664.75,4.57,18312.25,sunny,monsoon,medium,0,0,Unknown
2024-09-16,DMart,HAP001,Home Appliance 1,home_appliances,9,11,17892.71,8.3,161034.39,cold,monsoon,medium,0,0,Ganesh Chaturthi
2024-09-18,DMart,HAP003,Home Appliance 3,home_appliances,6,7,11223.74,4.76,67342.44,cool,monsoon,medium,0,0,Unknown
2024-09-22,DMart,VEG018,Veg Item 18,vegetables,619,676,23.15,3.4,14329.85,humid,monsoon,medium,0,0,Unknown
2024-09-30,DMart,HTX009,Home Textile 9,home_textiles,4,5,3697.68,15.09,14790.72,humid,monsoon,medium,0,0,Ganesh Chaturthi
2024-10-07,DMart,SWT002,Sweets Item 2,sweets,49,54,283.57,0.27,13894.93,hot,autumn,medium,0,0,Unknown
2024-10-07,DMart,SWT004,Sweets Item 4,sweets,83,89,174.97,15.49,14522.51,sunny,autumn,medium,0,0,Unknown
2024-10-08,DMart,ELE004,Electronics Item 4,electronics,0,1,44232.35,1.86,0.0,cold,autumn,low,0,0,Unknown
2024-10-13,DMart,STA008,Stationery Item 8,stationery,39,47,390.72,6.57,15238.08,humid,autumn,medium,0,0,Unknown
2024-10-17,DMart,SWT002,Sweets Item 2,sweets,78,83,249.61,4.91,19469.58,humid,autumn,medium,0,0,Dussehra
2024-10-20,DMart,HAP006,Home Appliance 6,home_appliances,5,5,8638.37,12.12,43191.85,hot,autumn,medium,0,0,Dussehra
2024-10-21,DMart,STA007,Stationery Item 7,stationery,91,116,219.84,3.51,20005.44,hot,autumn,medium,0,0,Dussehra
2024-10-22,DMart,FTW008,Footwear Item 8,footwear,8,9,1900.55,1.14,15204.4,humid,autumn,medium,0,0,Dussehra
2024-10-26,DMart,MAK003,Makeup Item 3,makeup,72,83,221.57,5.49,15953.04,sunny,autumn,medium,0,0,Unknown
2024-10-26,DMart,STA002,Stationery Item 2,stationery,285,289,83.77,15.13,23874.45,stormy,autumn,medium,0,0,Dussehra
2024-11-01,DMart,HAP010,Home Appliance 10,home_appliances,3,3,12230.47,5.69,36691.41,stormy,autumn,medium,0,0,Unknown
2024-11-10,DMart,SWT005,Sweets Item 5,sweets,136,145,173.55,11.88,23602.8,stormy,autumn,medium,0,0,Diwali
2024-11-14,DMart,VEG003,Veg Item 3,vegetables,284,351,35.44,5.77,10064.96,rainy,autumn,low,0,0,Unknown
2024-11-18,DMart,HTX010,Home Textile 10,home_textiles,23,29,540.65,13.31,12434.95,rainy,autumn,medium,1,0,Unknown
2024-11-19,DMart,HAP010,Home Appliance 10,home_appliances,9,11,10790.48,16.31,97114.32,cool,autumn,medium,0,0,Diwali
2024-11-20,DMart,MAK006,Makeup Item 6,makeup,7,8,3017.36,0.0,21121.52,stormy,autumn,medium,0,0,Unknown
2024-11-21,DMart,HAP004,Home Appliance 4,home_appliances,5,6,26057.83,22.99,130289.15,rainy,autumn,medium,0,0,Diwali
2024-11-22,DMart,HAP009,Home Appliance 9,home_appliances,2,3,8240.37,3.89,16480.74,hot,autumn,medium,0,0,Diwali
2024-11-29,DMart,HAP003,Home Appliance 3,home_appliances,6,7,11410.63,0.0,68463.78,cool,autumn,medium,0,0,Unknown
2024-12-03,DMart,CLO024,Clothing Item 24,clothing,15,16,2726.95,4.53,40904.25,stormy,winter,high,0,0,Christmas
2024-12-06,DMart,BEA008,Beauty Item 8,beauty,5,5,1970.24,11.41,9851.2,humid,winter,low,0,0,Unknown
